 2,500 Japanese  students in Osaka  protest against Iraq  war	Japanese PLACE country="JP" form="NAM" gazref="IGDB:19768770" id="Pl-7" latLong="36.000°N 138.000°E" predicative="true" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-12" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY",Osaka PLACE country="JP" form="NAM" gazref="IGDB:19759095" id="Pl-6" latLong="34.667°N 135.500°E" state="JP-27" type="PPLA"	Iraq 33.0 44.0 iq_00,Osaka 34.69374084472656 135.50218200683594 jp_32,
"I recall, as reported in 'The Wall Street Journal,' that the transactions were legal.	Wall Street PLACE country="US" form="NAM" id="Pl-10" predicative="true" state="US-NY" type="ROAD"	
Is it possible that the equipment allowed Iraq to produce oil for the Oil for Food program authorized by the U.N.?" They were legal because Mr. Cheney's company used a loophole.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY"	Cheney 47.487388610839844 -117.57575988769531 us_wa,Iraq 33.0 44.0 iq_00,
What does that have to do with the war in Iraq ?	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
But it has nothing to do whether we should go to war with Iraq or not.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
Chad Hensley, from Fairfax , Virginia , writes, " France , Russia and German have all multi-billion dollar oil deals with Saddam in Iraq .	France PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-14" latLong="46.000°N 2.000°E" type="COUNTRY",Fairfax PLACE country="US" form="NAM" gazref="IGDB:1499476" id="Pl-11" latLong="38.846°N 77.307°W" state="US-VA" type="PPL",Virginia PLACE country="US" form="NAM" gazref="IGDB:1780803" id="Pl-12" latLong="37.500°N 78.500°W" state="US-VA" type="CIVIL",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-16" latLong="60.000°N 100.000°E" type="COUNTRY",German PLACE country="DE" form="NAM" gazref="IGDB:18224345" id="Pl-17" latLong="51.500°N 10.500°E" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY"	France 43.972408294677734 -111.27523040771484 us_id,Fairfax 47.010379791259766 -122.01622009277344 us_wa,Virginia 47.70732116699219 -122.63736724853516 us_wa,Chad 36.969810485839844 -83.02265930175781 us_ky,Iraq 33.0 44.0 iq_00,
I wonder why they protest the war with Iraq .	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-7" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
That Europe is against the war on humanitarian and moral grounds, but the U.S. is for the war because it wants to profit for the oil companies.	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-20" type="COUNTRY"	U.S. 39.7599983215332 -98.5 us_00,
Now, the reason that France , Russia and Germany are against war is because they have democracies.	France PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-14" latLong="46.000°N 2.000°E" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-16" latLong="60.000°N 100.000°E" type="COUNTRY",Germany PLACE country="DE" form="NAM" gazref="IGDB:18224345" id="Pl-18" latLong="51.500°N 10.500°E" type="COUNTRY",German PLACE country="DE" form="NAM" gazref="IGDB:18224345" id="Pl-17" latLong="51.500°N 10.500°E" type="COUNTRY"	France 43.972408294677734 -111.27523040771484 us_id,Germany 31.439899444580078 -95.35077667236328 us_tx,
CARLSON They hate America , Paul.	America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-21" type="COUNTRY"	America 39.7599983215332 -98.5 us_00,
 Look at Latest Evidence Against Iraq  ; Any Hope U.N., Old Europe will	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-3" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
I'm from Minneapolis , Minnesota .	Minnesota PLACE country="US" form="NAM" gazref="IGDB:663849" id="Pl-6" latLong="46.250°N 94.250°W" state="US-MN" type="CIVIL",Minneapolis PLACE country="US" form="NAM" gazref="IGDB:656030" id="Pl-5" latLong="44.980°N 93.264°W" state="US-MN" type="PPL"	Minneapolis 36.09928894042969 -81.987060546875 us_nc,
And I was just curious if you feel that the attack on Iraq would actually open a Pandora's box in other Middle Eastern countries that we are known to aid and harbor terrorists, such as Syria and Iran .	Iran PLACE country="IR" form="NAM" gazref="IGDB:16932748" id="Pl-9" latLong="32.000°N 53.000°E" type="COUNTRY",Syria PLACE country="SY" form="NAM" gazref="IGDB:17451884" id="Pl-8" latLong="35.000°N 38.000°E" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-4" latLong="33.000°N 44.000°E" type="COUNTRY"	Iran 32.0 53.0 ir_00,Syria 38.48789978027344 -78.32611846923828 us_va,Iraq 33.0 44.0 iq_00,
On the other hand, the region is pretty unstable, filled with people who already hate Americans and seek to do America harm.	America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-2" type="COUNTRY"	America 39.7599983215332 -98.5 us_00,
I'm Fabian from Bonn , Germany .	Bonn PLACE country="DE" form="NAM" gazref="IGDB:18249833" id="Pl-10" latLong="50.733°N 7.100°E" state="US-NW" type="PPL",Germany PLACE country="DE" form="NAM" gazref="IGDB:18224345" id="Pl-13" latLong="51.500°N 10.500°E" type="COUNTRY"	Bonn 39.53145980834961 -81.3853988647461 us_oh,Germany 31.439899444580078 -95.35077667236328 us_tx,
And my question is, after today's meeting in Paris , where France , Russia and Germany decided to not back a second resolution, who is not (UNINTELLIGIBLE)?	France PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-16" latLong="46.000°N 2.000°E" type="COUNTRY",Paris PLACE country="FR" form="NAM" gazref="IGDB:18543072" id="Pl-14" latLong="48.867°N 2.333°E" state="US-75" type="PPLC",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-17" latLong="60.000°N 100.000°E" type="COUNTRY",Germany PLACE country="DE" form="NAM" gazref="IGDB:18224345" id="Pl-13" latLong="51.500°N 10.500°E" type="COUNTRY"	France 43.972408294677734 -111.27523040771484 us_id,Paris 34.47193908691406 -118.180908203125 us_ca,Germany 31.439899444580078 -95.35077667236328 us_tx,
Is it the U.S. or is it old Europe?	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-1" type="COUNTRY"	U.S. 39.7599983215332 -98.5 us_00,
CARLSON It's actually Western Europe , because 18 European countries are on the side of the United States .	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-20" type="COUNTRY"	United States 39.7599983215332 -98.5 us_00,Western Europe 48.574790954589844 8.920900344848633 de_01,
So France and Germany -- that's actually true -- find themselves in the minority on their own continent .	France PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-16" latLong="46.000°N 2.000°E" type="COUNTRY",Germany PLACE country="DE" form="NAM" gazref="IGDB:18224345" id="Pl-13" latLong="51.500°N 10.500°E" type="COUNTRY"	France 43.972408294677734 -111.27523040771484 us_id,Germany 31.439899444580078 -95.35077667236328 us_tx,
BEGALA Only Great Britain is with us.	Great Britain PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-25" latLong="54.000°N 4.000°W" type="COUNTRY"	BEGALA 8.766670227050781 16.583330154418945 td_09,Great Britain 54.0 -2.0 gb_eng,
CARLSON What do you mean only Great Britain ?	Great Britain PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-25" latLong="54.000°N 4.000°W" type="COUNTRY"	Great Britain 54.0 -2.0 gb_eng,
Nobody except Great Britain .	Great Britain PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-25" latLong="54.000°N 4.000°W" type="COUNTRY"	Great Britain 54.0 -2.0 gb_eng,
 Religious Expression in America 	America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-1" type="COUNTRY"	America 39.7599983215332 -98.5 us_00,
We're going right now to Chicago , where police are having a briefing on today's workplace shootings.	Chicago PLACE country="US" form="NAM" gazref="IGDB:424587" id="Pl-5" latLong="41.850°N 87.650°W" state="IL" type="PPL"	Chicago 41.85002899169922 -87.6500473022461 us_il,
(JOINED IN PROGRESS) PHIL CLINE, ACTING CHICAGO POLICE SUPERINTENDENT And Chief Jim Mouer (ph), chief of patrol.	CHICAGO PLACE country="US" form="NAM" gazref="IGDB:424587" id="Pl-3" latLong="41.850°N 87.650°W" state="IL" type="PPL"	CHICAGO 41.85002899169922 -87.6500473022461 us_il,
The Chicago Police Department extends its sympathy to the families of the victims.	Chicago PLACE country="US" form="NAM" gazref="IGDB:424587" id="Pl-5" latLong="41.850°N 87.650°W" state="IL" type="PPL"	Chicago 41.85002899169922 -87.6500473022461 us_il,
At 8:37 this morning, 9th District officers responded to a call of shots fired at Windy City Supply, located at 3912 South Wallace (ph).	3912 South Wallace PLACE country="US" form="NAM" id="Pl-7" state="IL" type="ROAD",Wallace PLACE country="US" form="NAM" id="Pl-10" state="IL" type="ROAD",Windy City PLACE country="US" form="NAM" gazref="IGDB:424587" id="Pl-6" latLong="41.850°N 87.650°W" state="IL" type="PPL"	
And one employee was late because of the expressway conditions with an accident this morning on the Eisenhower .	Eisenhower PLACE country="US" form="NAM" id="Pl-8" state="IL" type="ROAD"	
They're the ones that both ran to 39th and Wallace and called the police.	39th PLACE country="US" form="NAM" id="Pl-9" state="IL" type="ROAD",Wallace PLACE country="US" form="NAM" id="Pl-10" state="IL" type="ROAD"	
The building itself was very hard for our HBT officers, because it's a warehouse . CARLSON OK, that's police in Chicago briefing the press on today's workplace shootings there.	Chicago PLACE country="US" form="NAM" gazref="IGDB:424587" id="Pl-5" latLong="41.850°N 87.650°W" state="IL" type="PPL"	Chicago 41.85002899169922 -87.6500473022461 us_il,
Joining us now from London , Mr. Christopher Meyer, who was British ambassador to Washington for six years and now is chairman of the independent watchdog authority that oversees the British press.	Washington PLACE country="US" form="NAM" gazref="IGDB:532871" id="Pl-33" latLong="38.895°N 77.037°W" state="DC" type="PPL",British PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-13" latLong="54.000°N 4.000°W" type="COUNTRY",London PLACE country="GB" form="NAM" gazref="IGDB:17398111" id="Pl-1" latLong="51.500°N 0.117°W" state="ENG" type="PPLC"	Washington 47.500118255615234 -120.50147247314453 us_wa,London 36.47605895996094 -119.44317626953125 us_ca,
CHRISTOPHER MEYER, FORMER BRITISH AMBASSADOR TO THE UNITED STATES It's great to be here, great to be here.	BRITISH PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-4" latLong="54.000°N 4.000°W" type="COUNTRY",UNITED STATES PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-23" type="COUNTRY"	UNITED STATES 39.7599983215332 -98.5 us_00,
O'BEIRNE There was a great deal of criticism here, Mr. Ambassador, that the BBC in particular's recent coverage was slanted anti- America and antiwar.	America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-21" type="COUNTRY"	America 39.7599983215332 -98.5 us_00,
How difficult did that make it for the Blair government to make its case to the British public in the face of such hostile media?	British PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-13" latLong="54.000°N 4.000°W" type="COUNTRY"	Blair 32.4215087890625 -100.06009674072266 us_tx,
But if you're saying to me, Has that been, in effect, a serious obstacle to the government getting over its message, I have to say, and I'm no longer representing the British government, I have to say I don't think that is the case.	British PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-13" latLong="54.000°N 4.000°W" type="COUNTRY"	
I think people here have understood pretty well what the issues were, what the issues are, what they're going to be, because I think they're going to be in Iraq for a long time to come.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-18" latLong="33.000°N 44.000°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
And I've been traveling all around the U.K. in the last three months, and that is the message I've heard from people I've been speaking to.	U.K. PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-7" latLong="54.000°N 4.000°W" type="COUNTRY"	U.K. 54.75843811035156 -2.695310115814209 gb_00,
HUNT Sir Christopher, Tony Blair and George Bush were together on Iraq , but if the United States were to seek support for another military action now, say in North Korea or Iran or Syria , could Washington assume there'd be British support?	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-24" type="COUNTRY",Iran PLACE country="IR" form="NAM" gazref="IGDB:16932748" id="Pl-36" latLong="32.000°N 53.000°E" type="COUNTRY",Washington PLACE country="US" form="NAM" gazref="IGDB:532871" id="Pl-33" latLong="38.895°N 77.037°W" state="DC" type="PPL",British PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-13" latLong="54.000°N 4.000°W" type="COUNTRY",Syria PLACE country="SY" form="NAM" gazref="IGDB:17451884" id="Pl-27" latLong="35.000°N 38.000°E" type="COUNTRY",North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-31" latLong="40.000°N 127.000°E" type="COUNTRY",States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-25" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-18" latLong="33.000°N 44.000°E" type="COUNTRY"	United States 39.7599983215332 -98.5 us_00,Blair 32.4215087890625 -100.06009674072266 us_tx,Iran 32.0 53.0 ir_00,Washington 47.500118255615234 -120.50147247314453 us_wa,Syria 38.48789978027344 -78.32611846923828 us_va,North Korea 40.0 127.0 kp_00,Iraq 33.0 44.0 iq_00,George 47.07902145385742 -119.85588073730469 us_wa,
MEYER I don't think Washington should ever assume anything.	Washington PLACE country="US" form="NAM" gazref="IGDB:532871" id="Pl-33" latLong="38.895°N 77.037°W" state="DC" type="PPL"	Washington 47.500118255615234 -120.50147247314453 us_wa,
We know -- we have this phrase in English English, I don't know whether you have it in American English, you know, horses for courses.	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-20" type="COUNTRY",English PLACE country="GB" form="NAM" gazref="IGDB:17404382" id="Pl-14" latLong="53.000°N 2.000°W" state="ENG" type="CIVIL",America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-21" type="COUNTRY"	
I think the likelihood of armed conflict against Syria or Iran or North Korea to be extremely remote, and I don't think this eventuality will arise.	Iran PLACE country="IR" form="NAM" gazref="IGDB:16932748" id="Pl-36" latLong="32.000°N 53.000°E" type="COUNTRY",Syria PLACE country="SY" form="NAM" gazref="IGDB:17451884" id="Pl-27" latLong="35.000°N 38.000°E" type="COUNTRY",North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-31" latLong="40.000°N 127.000°E" type="COUNTRY"	Iran 32.0 53.0 ir_00,Syria 38.48789978027344 -78.32611846923828 us_va,North Korea 40.0 127.0 kp_00,
I think the issue of 9 11, the Taliban, al Qaeda, Afghanistan , and now Iraq were very special, and the justification for them very precise.	Afghanistan PLACE country="AF" form="NAM" gazref="IGDB:16632074" id="Pl-35" latLong="33.000°N 65.000°E" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-18" latLong="33.000°N 44.000°E" type="COUNTRY"	Taliban 37.98125076293945 41.412208557128906 tr_74,Afghanistan 33.0 66.0 af_00,Iraq 33.0 44.0 iq_00,
But I think the notion of taking on Iran , say, before we've even finished Afghanistan , still less Iraq , is absolutely fanciful, and I don't think this case will arise.	Iran PLACE country="IR" form="NAM" gazref="IGDB:16932748" id="Pl-36" latLong="32.000°N 53.000°E" type="COUNTRY",Afghanistan PLACE country="AF" form="NAM" gazref="IGDB:16632074" id="Pl-35" latLong="33.000°N 65.000°E" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-18" latLong="33.000°N 44.000°E" type="COUNTRY"	Iran 32.0 53.0 ir_00,Afghanistan 33.0 66.0 af_00,Iraq 33.0 44.0 iq_00,
SHIELDS Mr. Ambassador, as an Irish American who's never been accused of being an uncritical fan of all things British , I do stand in some admiration of the fact that your royals serve in the military, and, in fact, that the mortality rate among the British upper class and royalty in both world wars was higher than among the working classes.	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-20" type="COUNTRY",British PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-13" latLong="54.000°N 4.000°W" type="COUNTRY",America PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-21" type="COUNTRY"	SHIELDS 37.26681900024414 -78.64749908447266 us_va,
