 2,500 Japanese  students in Osaka  protest against Iraq  war	Japanese PLACE country="JP" form="NAM" gazref="IGDB:19768770" id="Pl-7" latLong="36.000°N 138.000°E" predicative="true" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-12" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY",Osaka PLACE country="JP" form="NAM" gazref="IGDB:19759095" id="Pl-6" latLong="34.667°N 135.500°E" state="JP-27" type="PPLA"
Perhaps because longtime NBC News anchor Tom Brokaw put his stamp of approval on the UNA- USA and BCUN by acting as master of ceremonies at their 2001 Global Leadership Dinner.	USA PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-3" type="COUNTRY"
Not surprisingly, Brokaw is listed on the Fasulo book jacket as saying it is a "must-read."	
Another endorsement of the book comes from Barbara Crossette, former New York Times bureau chief at the U.N. who now writes for U.N. Wire, a Ted Turner-funded online news service that covers the U.N. A fascinating part of the book is how Fasulo manages to gloss over Annan's role in the 1994 genocide in Rwanda .	New York PLACE country="US" form="NAM" gazref="IGDB:976772" id="Pl-4" latLong="40.714°N 74.006°W" predicative="true" state="US-NY" type="PPL",Rwanda PLACE country="RW" form="NAM" gazref="IGDB:16566130" id="Pl-11" latLong="2.000°S 30.000°E" type="COUNTRY"
She tries to blame the U.S. and other members of the Security Council for not sending enough troops to stop it.	U.S. PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-2" type="COUNTRY"
She admits, however, that, "The Rwanda massacres occurred while Annan was U.N. Undersecretary General for peacekeeping," and that "After he became SG [Secretary General], Annan commissioned a report to examine what had happened and suggest remedies."	Rwanda PLACE country="RW" form="NAM" gazref="IGDB:16566130" id="Pl-11" latLong="2.000°S 30.000°E" type="COUNTRY"
Later, "Annan accepted responsibility for failing to act more quickly," she writes.	
But responsibility for what?	
The truth is that, as director of U.N. peacekeeping, Annan personally refused requests to authorize U.N. peacekeepers in Rwanda to seize weapons and prevent genocide.	Rwanda PLACE country="RW" form="NAM" gazref="IGDB:16566130" id="Pl-11" latLong="2.000°S 30.000°E" type="COUNTRY"
Writer and author Philip Gourevitch has described in detail how, three months before the genocide, Major General Romeo Dallaire, the commander of several thousand U.N. troops in Rwanda , sent a fax to Kofi Annan's office, saying he had received evidence from a Rwandan government informant that genocide was being planned.	Rwandan PLACE country="RW" form="NAM" gazref="IGDB:16566130" id="Pl-12" latLong="2.000°S 30.000°E" predicative="true" type="COUNTRY",Rwanda PLACE country="RW" form="NAM" gazref="IGDB:16566130" id="Pl-11" latLong="2.000°S 30.000°E" type="COUNTRY"
The informant offered to help U.N. forces in raiding the government stockpiles to be used in the genocide campaign.	
All that the informant wanted in return was protection for himself and his family.	
But the general needed U.N. authorization to conduct such a raid and save lives.	
He asked for that approval but the answer came back in a now-infamous "genocide fax" from Annan's office.	
It denied authorization for the mission and told him that he should turn the information provided by the confidential witness over to the Rwandan government which was planning the genocide!	Rwandan PLACE country="RW" form="NAM" gazref="IGDB:16566130" id="Pl-12" latLong="2.000°S 30.000°E" predicative="true" type="COUNTRY",Rwanda PLACE country="RW" form="NAM" gazref="IGDB:16566130" id="Pl-11" latLong="2.000°S 30.000°E" type="COUNTRY"
The result was that the information dried up and the genocide took place.	
Yup, good ole Kofi told this poor guy to give the secret info over to the very government that was planning the genocide.	
What a great guy he is isn't he.	
Or how about the ongoing prostitution that's going on in the Congo ?	Congo PLACE country="CD" form="NAM" gazref="IGDB:17794602" id="Pl-13" latLong="1.000°S 15.000°E" type="COUNTRY"
Now the report comes out today on the Oil for Food scandal.	
Yeah...this guy is such a good SG.	
Eff him.	
The article ends with the following: In an April 30, 2001, Washington Times column, Nat Hentoff noted that the media have devoted "scant mention" to the "plain fact that it was Mr. Annan, when he was head of the United Nation's peacekeeping office, who could have prevented the slaughter of 800,000 Tutsis and their sympathizers in Rwanda in 1994."	Washington PLACE country="US" form="NAM" gazref="IGDB:532871" id="Pl-14" latLong="38.895°N 77.037°W" predicative="true" state="US-DC" type="PPLC",Rwanda PLACE country="RW" form="NAM" gazref="IGDB:16566130" id="Pl-11" latLong="2.000°S 30.000°E" type="COUNTRY"
It's true, Hentoff said, that the U.N. issued a report in 1999 that acknowledged, to some extent, its role in the killings.	
But for five and a half years, he noted, Annan "refused to accept any responsibility for the Rwandan holocaust until Mr. Gourevitch and others revealed that less than 5,000 U.N. troops could have stopped the killings if Mr. Annan had not closed his eyes."	Rwandan PLACE country="RW" form="NAM" gazref="IGDB:16566130" id="Pl-12" latLong="2.000°S 30.000°E" predicative="true" type="COUNTRY",Rwanda PLACE country="RW" form="NAM" gazref="IGDB:16566130" id="Pl-11" latLong="2.000°S 30.000°E" type="COUNTRY"
It is astonishing that a journalist for NBC New would close her eyes to Annan's role.	
But that is what she was apparently paid to do.	
  France  &amp;  Terrorism	France PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-30" latLong="46.000°N 2.000°E" type="COUNTRY"
2005-02-17T12:37:00 Gotta hate the French , I really don't think there is anything good you can say about the French anymore, they are a waste and a joke of a government.	French PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-24" latLong="46.000°N 2.000°E" predicative="true" type="COUNTRY"
Apparently Bush wants the European's to classify Hezbollah as a terrorist group.	
Makes sense right?	
As rising instability in Lebanon increases tensions in the Middle East , the Bush administration is arguing with European governments over whether they should designate the Lebanon -based Shiite group Hezbollah a terrorist organization, American and European officials say.	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-11" predicative="true" type="COUNTRY",Lebanon PLACE country="LB" form="NAM" gazref="IGDB:19193726" id="Pl-35" latLong="33.833°N 35.833°E" type="COUNTRY"
The United States is already stepping up pressure on Iran and Syria , Hezbollah's main sponsors.	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-8" type="COUNTRY",Iran PLACE country="IR" form="NAM" gazref="IGDB:16932748" id="Pl-4" latLong="32.000°N 53.000°E" type="COUNTRY",Syria PLACE country="SY" form="NAM" gazref="IGDB:17451884" id="Pl-7" latLong="35.000°N 38.000°E" type="COUNTRY"
The American rift with Syria deepened this week, with suspicions that Syria might have been behind the assassination of Lebanon 's former prime minister in Beirut on Monday. ... In the past two weeks, the officials said, France has rebuffed appeals by Secretary of State Condoleezza Rice and the Israeli foreign minister, Silvan Shalom, to list Hezbollah as a terrorist organization, which would prevent it from raising money in Europe through charity groups.	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-11" predicative="true" type="COUNTRY",Syria PLACE country="SY" form="NAM" gazref="IGDB:17451884" id="Pl-7" latLong="35.000°N 38.000°E" type="COUNTRY",Lebanon PLACE country="LB" form="NAM" gazref="IGDB:19193726" id="Pl-35" latLong="33.833°N 35.833°E" type="COUNTRY",Israel PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-41" latLong="31.500°N 34.750°E" type="COUNTRY",Israeli PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-40" latLong="31.500°N 34.750°E" predicative="true" type="COUNTRY",France PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-29" latLong="46.000°N 2.000°E" type="COUNTRY",Beirut PLACE country="LB" form="NAM" gazref="IGDB:19198454" id="Pl-38" latLong="33.872°N 35.510°E" state="LB-BA" type="PPLC"
The United States has long called Hezbollah a terrorist organization, but the French , American and European officials said, have opposed doing so, and argue that making such a designation now would be unwise, given the new turbulence in Lebanon .	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-8" type="COUNTRY",French PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-24" latLong="46.000°N 2.000°E" predicative="true" type="COUNTRY",American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-11" predicative="true" type="COUNTRY",Lebanon PLACE country="LB" form="NAM" gazref="IGDB:19193726" id="Pl-35" latLong="33.833°N 35.833°E" type="COUNTRY"
Israeli and American officials say that the Palestinian president, Mahmoud Abbas, has told them that he, too, regards Hezbollah as a destructive force in the Middle East , one determined to undermine peace talks by supporting militant groups that attack Israelis.	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-11" predicative="true" type="COUNTRY",Israel PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-41" latLong="31.500°N 34.750°E" type="COUNTRY",Israeli PLACE country="IL" form="NAM" gazref="IGDB:19219725" id="Pl-40" latLong="31.500°N 34.750°E" predicative="true" type="COUNTRY",Palestinian PLACE country="PS" form="NAM" gazref="IGDB:208674239" id="Pl-44" predicative="true" type="COUNTRY"
Gotta love that.	
The Palestinian president admits that Hezbollah are a bunch of f-wad terrorists but the French don't agree....No joke.	French PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-24" latLong="46.000°N 2.000°E" predicative="true" type="COUNTRY",Palestinian PLACE country="PS" form="NAM" gazref="IGDB:208674239" id="Pl-44" predicative="true" type="COUNTRY"
The Europeans are not solidly opposed to listing Hezbollah as a terrorist group, the officials said.	
The Netherlands , Italy and Poland support the Bush administration's view, several officials said, while Germany and Britain believe the issue is moot unless the French change their minds.	Britain PLACE country="GB" form="NAM" gazref="IGDB:17389505" id="Pl-49" latLong="54.000°N 4.000°W" predicative="true" type="COUNTRY",The Netherlands PLACE country="NL" form="NAM" gazref="IGDB:17850115" id="Pl-45" latLong="52.500°N 5.750°E" type="COUNTRY",French PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-24" latLong="46.000°N 2.000°E" predicative="true" type="COUNTRY",Italy PLACE country="IT" form="NAM" gazref="IGDB:19880600" id="Pl-46" latLong="42.833°N 12.833°E" type="COUNTRY",Poland PLACE country="PL" form="NAM" gazref="IGDB:20099514" id="Pl-47" latLong="52.000°N 20.000°E" type="COUNTRY",Germany PLACE country="DE" form="NAM" gazref="IGDB:18224345" id="Pl-52" latLong="51.500°N 10.500°E" type="COUNTRY"
One European diplomat said other countries were "hiding behind" France on the issue. ... A European diplomat said the issue of calling Hezbollah a terrorist organization was discussed in Brussels on Wednesday at a meeting of the Clearing House, a unit of the European Union that meets in confidential sessions to review terrorist activities in Europe .	France PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-29" latLong="46.000°N 2.000°E" type="COUNTRY",Brussels PLACE country="BE" form="NAM" gazref="IGDB:18044462" id="Pl-50" latLong="50.833°N 4.333°E" state="BE-BRU" type="PPLC"
The group could reach no consensus, the diplomat said.	
"Nothing is going to change on Hezbollah because we don't have an agreement among the member states," the diplomat said.	
"That doesn't mean we won't get a consensus.	
I know the Americans are impatient, but the European Union has 25 states, and these things take time."	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-11" predicative="true" type="COUNTRY"
Some of those interviewed tried to make it sound as if the reason they are hesitant to go along with Bush is because of the situation in Lebanon .	Lebanon PLACE country="LB" form="NAM" gazref="IGDB:19193726" id="Pl-35" latLong="33.833°N 35.833°E" type="COUNTRY"
But as The Captain points out, it probably has more to do with Iran : I suspect the true reason for the reluctance comes not from the "delicate" nature of Lebanese politics, but from the relationship between Hezbollah and the Iranians.	Iran PLACE country="IR" form="NAM" gazref="IGDB:16932748" id="Pl-4" latLong="32.000°N 53.000°E" type="COUNTRY",Iranian PLACE country="IR" form="NAM" gazref="IGDB:16932748" id="Pl-3" latLong="32.000°N 53.000°E" predicative="true" type="COUNTRY",Lebanese PLACE country="LB" form="NAM" gazref="IGDB:19193726" id="Pl-51" latLong="33.833°N 35.833°E" predicative="true" type="COUNTRY"
